# id	name	cn	date	platform	pop	status	source	ref	title	checked
35992	EXILE ENTERTAINMENT BEST エグザムライ  六本木地獄の章	EXILE战国 六本木地狱之章	2008-07-23	OVA	13	miss	auto			2026-09-25
36001	米粒木匠	米粒木匠		TV	27	miss	auto			2026-09-25
36004	日常 日常の0話	日常 OAD	2011-03-12	OVA	8021	hit	auto	tv/44684	日常	2026-09-25
36011	キョロちゃん	福星大嘴鸟	1999-07-01	TV	116	hit	auto	tv/121191	福星大嘴鸟	2026-09-25
36013	スーパーフィッシング グランダー武蔵	天才钓鱼郎	1997-04-02	TV	77	hit	auto	tv/116066	天才小鱼郎	2026-09-25
36014	スーパーフィッシング グランダー武蔵RV	天才钓鱼郎RV	1998-04-04	TV	43	hit	auto	tv/116066	天才小鱼郎	2026-09-25
36044	KAMON七界之诗	七界之诗	2012-03-04	WEB	111	miss	auto			2026-09-25
36056	没头脑和不高兴	没头脑和不高兴		剧场版	1332	hit	auto	movie/428020	没头脑和不高兴	2026-09-25
36067	Happy Feet	快乐的大脚	2006-11-17	剧场版	571	hit	auto	movie/9836	快乐的大脚	2026-09-25
36111	The Addams Family	阿达一族	1992-09-12	TV	40	hit	auto	tv/12925	The Addams Family	2026-09-25
36112	The Flintstones	摩登原始人	1960-09-30	TV	264	hit	auto	tv/1996	摩登原始人	2026-09-25
36113	The Little Lulu Show	小露露秀	1995-11-11	TV	81	hit	auto	tv/10400	小小露露秀	2026-09-25
36114	2 Stupid Dogs	两头笨狗	1993-09-05	TV	28	hit	auto	tv/1916	两条笨狗	2026-09-25
36115	Captain Planet and the Planeteers	地球超人	1990-09-15	TV	140	hit	auto	tv/478	地球超人	2026-09-25
36116	The Mask: The Animated Series Season 1	变相怪杰	1995-08-12	TV	314	hit	auto	collection/43072	变相怪杰（系列）	2026-09-25
36117	Scooby-Doo, Where Are You!	史酷比救救我	1969-09-13	TV	33	hit	auto	tv/926	史酷比救救我	2026-09-25
36118	101 Dalmatians: The Series	101忠狗	1997-09-01	TV	631	hit	auto	tv/2198	101斑点狗	2026-09-25
36119	Pinocchio	木偶奇遇记	1940-02-07	剧场版	804	hit	auto	movie/10895	木偶奇遇记	2026-09-25
36120	Hercules	大力士	1998-08-31	TV	225	hit	auto	tv/2567	大力士	2026-09-25
36121	Bugs Bunny Gets the Boid	勇敢的兔八哥	1942-07-11	剧场版	104	hit	auto	movie/53974	勇敢的兔八哥	2026-09-25
36122	Sonic the Hedgehog	索尼克	1993-09-18	TV	125	hit	auto	tv/2404	刺猬索尼克	2026-09-25
36123	Pepper Ann	波波安	1997-09-13	TV	182	hit	auto	tv/4568	波波安	2026-09-25
36124	半夜鸡叫	半夜鸡叫		剧场版	231	hit	auto	movie/587364	半夜鸡叫	2026-09-25
36125	小鲤鱼跳龙门	小鲤鱼跳龙门		剧场版	274	hit	auto	movie/600518	小鲤鱼跳龙门	2026-09-25
36126	ドラえもん	哆啦A梦 日视版	1973-04-01	TV	492	hit	auto	tv/57912	哆啦A梦	2026-09-25
36127	神筆	神笔		剧场版	812	hit	auto	movie/487758	Magic Brush	2026-09-25
36130	M.A.S.K.	蒙面斗士	1985-09-16	TV	38	hit	auto	tv/4961	蒙面斗士	2026-09-25
36131	GON -ゴン-	小恐龙阿贡	2012-04-02	TV	176	hit	auto	tv/109581	小恐龙阿贡	2026-09-25
36134	Pingu Series 1	企鹅家族	1986-05-28	TV	345	hit	auto	tv/9262	企鹅家族	2026-09-25
36147	Madame Tutli-Putli	坐火车的女人	2007-01-01	剧场版	43	hit	auto	movie/35253	坐火车的女人	2026-09-25
36148	Jedné noci v jednom meste	捷克惊魂夜	2007-01-25	剧场版	57	hit	auto	movie/81537	捷克惊魂夜	2026-09-25
36151	The Little Mermaid	小美人鱼	1989-11-14	剧场版	752	hit	auto	movie/10144	小美人鱼	2026-09-25
36185	抬驴			剧场版	93	hit	auto	movie/686880	抬驴	2026-09-25
36186	天书奇谭	天书奇谭		剧场版	3021	hit	auto	movie/134575	天书奇谭	2026-09-25
36214	コルボッコロ	Coluboccoro	2016-03-14	OVA	149	miss	auto			2026-09-25
36215	Love Rollercoaster		2007-11-30	WEB	15	miss	auto			2026-09-25
36216	Pooky's		2007-11-29	WEB	12	miss	auto			2026-09-25
36217	タロピカーナ		2008-10-03	其他	13	miss	auto			2026-09-25
36218	まっくららんどのホネイヌくん	常暗村的小骨头	2008-02-18	WEB	16	miss	auto			2026-09-25
36219	Tokyo Punch!		2009-03-11	其他	14	miss	auto			2026-09-25
36220	虫歯鉄道	虫牙铁道	2009-04-07	WEB	30	miss	auto			2026-09-25
36221	Yokai		2010-04-01	WEB	21	hit	auto	tv/37471	滑头鬼之孙	2026-09-25
36222	仁者天下之凤舞九天	仁者天下之凤舞九天		剧场版	23	hit	auto	movie/1448309	圣龙奇兵大冒险	2026-09-25
36223	Super Strings			其他	8	miss	auto			2026-09-25
36224	笑ゥせぇるすまん	黑色推销员	1989-10-10	TV	231	hit	auto	tv/83862	笑面推销员	2026-09-25
36225	Aladdin	阿拉丁	1992-11-25	剧场版	814	hit	auto	movie/812	阿拉丁	2026-09-25
36226	Snow White and the Seven Dwarfs	白雪公主和七个小矮人	1937-12-21	剧场版	1208	hit	auto	movie/408	白雪公主和七个小矮人	2026-09-25
36227	連結方式	连结方式	2008-01-25	OVA	1619	hit	auto	tv/125643	连结方式	2026-09-25
36229	アネキの口内解禁日	大姐姐的口内解禁日	2012-02-17	OVA	713	hit	auto	tv/80698	大姐姐的口内解禁日	2026-09-25
36230	ネトラレ ～田辺優香の独白～		2010-09-15	OVA	524	hit	auto	tv/213014	NTR寝取 ～田边优香的独白～	2026-09-25
36231	俺は彼女を信じてる!	我相信我的女朋友	2011-05-27	OVA	1362	hit	auto	movie/972079	我相信我的女朋友	2026-09-25
36232	別にアンタの為に大きくなったんじゃないんだからねっ!!	才不是为了你才变大的呢!!	2011-05-20	OVA	409	hit	auto	movie/972051	才不是为了你才变大的呢！	2026-09-25
36233	雪夜一夜物語		2004-03-18	OVA	379	hit	auto	tv/111003	雪夜一夜物語	2026-09-25
36234	Rabbit Seasoning	猎兔季节	1952-09-20	剧场版	52	hit	auto	movie/52954	猎兔季节	2026-09-25
36235	Big Top Bunny	马戏团里的兔八哥	1951-12-01	剧场版	64	hit	auto	movie/34932	马戏团里的兔八哥	2026-09-25
36236	小蛋壳			剧场版	99	hit	auto	movie/997483	小蛋壳	2026-09-25
36237	猴子捞月	猴子捞月		剧场版	652	hit	auto	movie/76252	猴子捞月	2026-09-25
36238	咕咚来了	咕咚来了		剧场版	252	hit	auto	movie/966946	咕咚来了	2026-09-25
36239	南郭先生	南郭先生		剧场版	518	hit	auto	movie/717630	南郭先生	2026-09-25
36241	老狼请客	老狼请客		剧场版	240	hit	auto	movie/492579	老狼请客	2026-09-25
36243	熊猫百货商店	熊猫百货商店		剧场版	123	hit	auto	movie/718184	熊猫百货商店	2026-09-25
36247	人参娃娃	人参娃娃		剧场版	246	hit	auto	movie/716426	人参娃娃	2026-09-25
36260	聖伝-リグ・ヴェーダ-	圣传	1991-06-01	OVA	342	hit	auto	tv/67041	圣传	2026-09-25
36262	X -エックス-	X战记	1996-08-03	剧场版	875	hit	auto	movie/44587	X战记 剧场版	2026-09-25
36264	ファインダーの標的	探索者的目标	2012-02-29	OVA	457	hit	auto	movie/1336845	探索者的目标	2026-09-25
36266	天地無用! in LOVE	天地无用! in LOVE	1996-04-20	剧场版	297	hit	auto	movie/34935	天地无用！in LOVE	2026-09-25
36268	葫芦小金刚	葫芦小金刚		TV	2959	hit	auto	tv/224659	葫芦小金刚	2026-09-25
36269	Timon & Pumbaa (Season 1)	彭彭丁满历险记 第一季	1995-09-08	TV	604	hit	auto	tv/67424	狮子王	2026-09-25
36271	ヒカルの碁スペシャル 北斗杯への道	棋魂特别篇 迈向北斗杯之路	2004-01-03	TV	1982	hit	auto	movie/383856	棋魂·通往北斗杯之路	2026-09-25
36313	Alvin and the Chipmunks	金花鼠	1983-09-17	TV	28	hit	auto	tv/2160	Alvin and the Chipmunks	2026-09-25
36314	Bananaman	香蕉超人	1983-10-03	TV	24	hit	auto	tv/34881	Bananaman	2026-09-25
36315	Sabrina: The Animated Series	小女巫塞布丽娜	1999-09-11	TV	22	hit	auto	tv/733	魔法少女莎琳娜	2026-09-25
36316	Mike, Lu & Og	海岛三人组	1999-11-12	TV	14	hit	auto	tv/4350	小岛乐园	2026-09-25
36317	Ed, Edd n Eddy	三个艾德	1999-01-04	TV	24	hit	auto	tv/606	捣蛋三傻	2026-09-25
36318	Tom & Jerry Kids	Q版猫和老鼠	1990-09-08	TV	130	hit	auto	tv/4274	Q版猫和老鼠	2026-09-25
36319	鹬蚌相争	鹬蚌相争		剧场版	489	hit	auto	movie/347361	鹬蚌相争	2026-09-25
36324	青山剛昌短編集	青山刚昌短篇集	1999-03-17	OVA	612	hit	auto	tv/89579	Gosho Aoyama's Collection of Short Stories	2026-09-25
36326	青山剛昌短編集2	青山刚昌短篇集2	1999-12-22	OVA	421	hit	auto	tv/89579	Gosho Aoyama's Collection of Short Stories	2026-09-25
36338	Моя любовь	春之觉醒	2006-08-27	剧场版	428	hit	auto	movie/104522	春之觉醒	2026-09-25
36345	レスラー軍団〈銀河編〉 聖戦士ロビンJr.	银河圣战士	1989-10-19	TV	45	hit	auto	tv/56389	面包超人	2026-09-25
36353	Même les pigeons vont au paradis	鸽子也能上天堂	2007-01-27	剧场版	26	hit	auto	movie/50769	鸽子也能上天堂	2026-09-25
36355	LUPIN the Third -峰不二子という女-	鲁邦三世 -名为峰不二子的女人-	2012-04-04	TV	4925	hit	auto	tv/45860	鲁邦三世：名为峰不二子的女人	2026-09-25
36357	新機動戦記ガンダムＷ オペレーション・メテオ	新机动战记高达W OPERATION METEOR	1996-04-25	OVA	308	hit	auto	tv/21730	新机动战记高达W	2026-09-25
36358	機動戦士ガンダム 第08MS小隊 特別編 ラスト・リゾート	机动战士高达 第08MS小队 最后的休憩	1999-07-25	OVA	1586	hit	auto	tv/43887	机动战士高达：第08MS小队	2026-09-25
36359	ルパン三世	鲁邦三世 第二期	1977-10-03	TV	986	hit	auto	tv/31572	鲁邦三世	2026-09-25
36360	ルパン三世 PARTIII	鲁邦三世 第三期	1984-03-03	TV	417	hit	auto	tv/31572	鲁邦三世	2026-09-25
36379	Fate/Zero Remix		2012-03-25	TV	4624	hit	auto	tv/45845	命运之夜 前传	2026-09-25
36392	おなかがいたくなった原発くん	肚子痛的核电站君	2011-03-15	WEB	93	hit	auto	movie/989090	おなかがいたくなった原発くん	2026-09-25
36393	神谷通信		2004-01-01	WEB	39	miss	auto			2026-09-25
36398	Bonkers	邦卡猫	1993-02-28	TV	27	hit	auto	tv/6616	机灵神探猫	2026-09-25
36399	Chip 'n Dale Rescue Rangers	救难小福星	1989-03-04	TV	20	hit	auto	tv/1615	松鼠大作战	2026-09-25
36400	Goof Troop	高飞家族	1992-04-20	TV	78	hit	auto	tv/2235	高飞家族	2026-09-25
36402	反斗天庭	反斗天庭	2001-10-10	TV	60	miss	auto			2026-09-25
36404	反斗天庭2：特种部队	反斗天庭2：特种部队		TV	40	miss	auto			2026-09-25
36405	野坂昭如 戦争童話集 忘れてはイケナイ物語り	野坂昭如 战争童话集：不能忘却的故事	1996-08-12	TV	33	miss	auto			2026-09-25
36408	恋時雨コイシグレ〜恋はときどき泪が出る〜		2009-09-16	TV	14	miss	auto			2026-09-25
36441	Der Mond	月亮	1977-01-01	剧场版	11	hit	auto	movie/630731	Der Mond	2026-09-25
36442	Lebe!	生活！	1978-01-01	剧场版	14	hit	auto	movie/630736	Lebe!	2026-09-25
36443	Metamorphosen 1	变形1		剧场版	18	miss	auto			2026-09-25
36444	Einmart		1981-01-01	剧场版	18	hit	auto	movie/359180	Einmart	2026-09-25
36445	Die Flut	洪水		剧场版	16	hit	auto	movie/631606	Die Flut	2026-09-25
36446	Der Schneider von Ulm	乌尔姆的裁缝	1980-01-01	剧场版	13	hit	auto	movie/630740	Der Schneider von Ulm	2026-09-25
36447	Herzog Ernst	恩斯特公爵	1993-01-01	剧场版	18	hit	auto	movie/264311	Herzog Ernst	2026-09-25
36448	Муму	木木	1987-01-01	剧场版	25	hit	auto	movie/431812	Муму	2026-09-25
36484	獣兵衛忍風帖 龍宝玉篇	兽兵卫忍风帖 龙宝玉篇	2003-04-14	TV	286	hit	auto	tv/27117	兽兵卫忍风帖：龙宝玉篇	2026-09-25
36485	TOKYO TRIBE 2	东京暴走族	2006-11-11	TV	107	hit	auto	tv/117450	东京暴走族	2026-09-25
36587	鉄腕バーディー	铁腕巴迪	1996-07-25	OVA	859	hit	auto	tv/95916	铁腕巴迪	2026-09-25
36588	電脳都市OEDO 808	机动刑事808	1990-06-21	OVA	744	hit	auto	tv/64210	机动刑事808	2026-09-25
36686	AIKa	海底娇娃蓝华	1997-04-25	OVA	1459	hit	auto	tv/43249	海底娇娃蓝华	2026-09-25
36698	Hercules	大力士	1997-06-27	剧场版	232	hit	auto	movie/11970	大力士	2026-09-25
36759	Bambi	小鹿斑比	1942-08-21	剧场版	689	hit	auto	movie/3170	小鹿斑比	2026-09-25
36760	Barbie as the Princess and the Pauper	芭比之真假公主	2004-09-28	剧场版	198	hit	auto	movie/15165	芭比之真假公主	2026-09-25
36787	ジェノサイバー 虚界の魔獣	Genocyber 虚界之魔兽	1994-05-24	OVA	497	hit	auto	tv/80237	虚界之魔兽	2026-09-25
36793	一期一会 〜キミノコトバ〜	一期一会 你的话语	2010-10-24	TV	78	hit	auto	tv/211879		2026-09-25
36805	バブルガムクライシス TOKYO 2040	泡泡糖危机 东京2040	1998-10-07	TV	312	hit	auto	tv/9542	泡泡糖危机 东京2040	2026-09-25
36808	BURN-UP	杀人科	1991-03-21	OVA	315	hit	auto	movie/55615	杀人科	2026-09-25
36809	BURN-UP W	杀人科 W	1996-04-10	OVA	410	hit	auto	tv/43416	杀人科 W	2026-09-25
36810	BURN-UP EXCESS	杀人科 EXCESS	1997-12-12	TV	275	hit	auto	tv/43417	杀人科 EXCESS	2026-09-25
36828	Cars	汽车总动员	2006-06-09	剧场版	2350	hit	auto	movie/920	赛车总动员	2026-09-25
36829	ストリートファイターIV〜新たなる絆〜	街头霸王4 新的羁绊	2009-02-12	OVA	115	hit	auto	movie/16257	街头霸王4：新的羁绊	2026-09-25
36866	南海奇皇 -ネオランガ-	南海奇皇	1998-04-06	TV	468	hit	auto	tv/8922	南海奇皇	2026-09-25
36882	Z.O.E Dolores, i	终极地带ZOE	2001-04-06	TV	301	hit	auto	tv/31026	终极地带ZOE	2026-09-25
36896	メタルファイト ベイブレード ZEROG	战斗陀螺 金属对决 ZEROG	2012-04-08	TV	60	hit	auto	tv/37807	战斗陀螺金属对决	2026-09-25
36932	創世聖紀デヴァダシー	创世圣纪Devadasy	2000-04-28	OVA	158	hit	auto	movie/259730	De:vadasy	2026-09-25
36951	Batman: Gotham Knight	蝙蝠侠：哥谭骑士	2008-07-08	OVA	188	hit	auto	movie/13851	蝙蝠侠：哥谭骑士	2026-09-25
36954	癒してあげルン西遊記	治愈队西游记	2007-02-23	OVA	685	hit	auto	tv/101076	治愈队西游记	2026-09-25
36957	遊☆戯☆王デュエルモンスターズ 光のピラミッド	游戏王剧场版 光之金字塔	2004-08-13	剧场版	1468	hit	auto	movie/11052	Yu-Gi-Oh! The Movie	2026-09-25
36958	劇場版 遊☆戯☆王	游戏王剧场版 真红眼黑龙	1999-03-06	剧场版	706	hit	auto	movie/378240	游戏王：真红眼黑龙	2026-09-25
36963	美少女戦士セーラームーンSuperS セーラー9戦士集結!ブラック・ドリーム・ホールの奇跡	美少女战士SuperS剧场版 梦想黑洞的奇迹	1995-12-23	剧场版	258	hit	auto	movie/28460	美少女战士SS剧场版：九大水手战士集合！梦想黑洞的奇迹	2026-09-25
36964	りんかん倶楽部	轮奸俱乐部	2011-04-29	OVA	1888	hit	auto	tv/94127	轮奸俱乐部	2026-09-25
36971	青空少女隊	青空少女队	1994-10-21	OVA	147	hit	auto	tv/35195	青空少女队	2026-09-25
36972	アニメ浪曲紀行 清水次郎長伝		2000-04-15	TV	22	miss	auto			2026-09-25
36973	うちゅう人 田中太郎	外星人田中太郎	2000-04-17	TV	96	hit	auto	tv/216616	うちゅう人田中太郎	2026-09-25
36974	ロケットガール	火箭少女	2007-02-21	TV	262	hit	auto	tv/112165	火箭女孩	2026-09-25
37007	映画 スイートプリキュア♪ とりもどせ!心がつなぐ奇跡のメロディ♪	电影 Suite 光之美少女♪ 夺取回来！连结心中的奇迹旋律♪	2011-10-29	剧场版	429	hit	auto	movie/112082	Suite 光之美少女♪ 夺回来！连结内心的奇迹之音♪	2026-09-25
37012	機甲猟兵メロウリンク	机甲猎兵迈罗林克	1988-11-21	OVA	415	hit	auto	tv/44631	机甲猎兵：迈罗林克	2026-09-25
37020	らんま1/2 あかねVSらんま お母さんの味は私が守る!	乱马1/2 小茜VS乱马—母亲的味道由我保护	1994-02-18	OVA	376	hit	auto	tv/57706	乱马½	2026-09-25
37021	六門天外モンコレナイト	六门天外Mon Colle Knight	2000-01-10	TV	92	hit	auto	tv/19260	六门天外	2026-09-25
37022	劇場版 六門天外モンコレナイト〜伝説のファイアドラゴン〜	六门天外剧场版	2000-07-15	剧场版	31	hit	auto	tv/19260	六门天外	2026-09-25
37023	手塚治虫が消えた?! 20世紀最後の怪事件	手冢治虫消失了?! 二十世纪最后之怪事件	2000-12-05	TV	88	hit	auto	movie/454882	手冢治虫消失了？！二十世纪最后之怪事件	2026-09-25
37024	ドッとKONIちゃん	爆笑四人组	2000-11-26	TV	34	hit	auto	tv/44440	ドッとＫＯＮＩちゃん	2026-09-25
37026	風魔の小次郎	风魔小次郎	1989-06-01	OVA	73	hit	auto	tv/104803	风魔小次郎	2026-09-25
37029	破壊魔定光	破坏魔定光	2001-01-17	TV	76	hit	auto	tv/34111	破坏魔定光	2026-09-25
37033	MEGAZONE23 III	无限地带23 PART III	1989-09-28	OVA	458	hit	auto	tv/119590	无限地带23Ⅲ	2026-09-25
37062	カレイドスター 新たなる翼 -EXTRA STAGE-『笑わない すごい お姫様』	百变之星 崭新之翼 EXTRA STAGE 不笑的公主	2004-10-22	OVA	787	hit	auto	tv/12501	百变之星	2026-09-25
37063	カレイドスター Legend of phoenix 〜レイラ・ハミルトン物語〜	百变之星 不死鸟传说 ～蕾拉・汉密尔顿物语～	2006-01-27	OVA	1584	hit	auto	tv/12501	百变之星	2026-09-25
37065	カレイドスター ぐっどだよ! ぐぅーっど!	百变之星 妙啊！妙！	2006-09-27	OVA	407	hit	auto	tv/12501	百变之星	2026-09-25
37078	東京アンダーグラウンド	东京地下城	2002-04-02	TV	234	hit	auto	tv/34834	东京地下城	2026-09-25
37128	炎の闘球児 ドッジ弾平	斗球儿弹平	1991-10-14	TV	88	hit	auto	tv/37450	斗球儿弹平	2026-09-25
37136	ジュエルペット きら☆デコッ！	宝石宠物 Kira☆Deco！	2012-04-07	TV	163	hit	auto	tv/91426	宝石宠物	2026-09-25
37137	TARI TARI		2012-07-01	TV	15243	hit	auto	tv/45211	TARI TARI	2026-09-25
37138	超訳百人一首 うた恋い。	超译百人一首 歌之恋	2012-07-02	TV	2262	hit	auto	tv/45192	超译百人一首 歌之恋	2026-09-25
37140	ガッ活!	学活！	2012-04-03	WEB	720	hit	auto	tv/55364	学活！	2026-09-25
37154	ココロコネクト	恋爱随意链接	2012-07-07	TV	18106	hit	auto	tv/45807	恋爱随意链接	2026-09-25
37162	喜羊羊与灰太狼之给快乐加油	喜羊羊与灰太狼之给快乐加油	2011-10-15	TV	426	hit	auto	tv/121080	喜羊羊与灰太狼之给快乐加油	2026-09-25
37163	奇思妙想喜羊羊		2011-07-01	TV	577	hit	auto	tv/120987	喜羊羊与灰太狼之奇思妙想喜羊羊	2026-09-25
37164	喜羊羊与灰太狼之开心闯龙年	喜羊羊与灰太狼之开心闯龙年	2012-01-12	剧场版	1016	hit	auto	movie/197511	喜羊羊与灰太狼之开心闯龙年	2026-09-25
37167	超時空世紀オーガス	超时空世纪	1983-07-03	TV	298	hit	auto	tv/43209	超时空世纪	2026-09-25
37168	超時空騎団サザンクロス	超时空骑团	1984-04-15	TV	157	hit	auto	tv/35584	超时空骑团南十字星	2026-09-25
37169	機甲創世記モスピーダ	机甲创世记	1983-10-02	TV	171	hit	auto	tv/13511	机甲创世记	2026-09-25
37170	重戦機エルガイム	重战机艾尔盖姆	1984-02-04	TV	477	hit	auto	tv/9429	重战机艾尔盖姆	2026-09-25
37172	大空魔竜ガイキング	大空魔龙凯王	1976-04-01	TV	110	hit	auto	tv/43979	大空魔龙凯王	2026-09-25
37173	超時空世紀オーガス02	超时空世纪02	1993-12-05	OVA	276	hit	auto	tv/96740	超时空世纪02	2026-09-25
37174	無敵超人ザンボット3	无敌超人赞波特3	1977-10-08	TV	571	hit	auto	tv/45095	无敌超人赞波3	2026-09-25
37175	無敵鋼人ダイターン3	无敌钢人泰坦3	1978-06-03	TV	231	hit	auto	tv/71922	无敌钢人泰坦3	2026-09-25
37176	UFOロボ グレンダイザー	UFO机器人古连泰沙	1975-10-05	TV	184	hit	auto	tv/46252	UFO魔神古连泰沙	2026-09-25
37177	超電磁ロボ コン・バトラーV	超电磁侠孔巴特拉V	1976-04-17	TV	200	hit	auto	tv/44741	超电磁侠孔巴特拉V	2026-09-25
37178	超電磁マシーン ボルテスV	超电磁侠波鲁吉斯V	1977-06-04	TV	323	hit	auto	tv/8655	超电磁侠波鲁特斯V	2026-09-25
37180	闘将ダイモス	斗将戴莫斯	1978-04-01	TV	343	hit	auto	tv/8996	斗将戴莫斯	2026-09-25
37181	未来ロボ ダルタニアス	未来机器人达尔塔尼亚斯	1979-03-21	TV	103	hit	auto	tv/16820	未来机械人达尔达尼亚斯	2026-09-25
37183	太陽の牙ダグラム	太阳之牙达格拉姆	1981-10-23	TV	1583	hit	auto	tv/8909	太阳之牙达格拉姆	2026-09-25
37184	ゲッターロボ號	盖塔机器人号	1991-02-11	TV	159	hit	auto	tv/20525	盖塔机器人号	2026-09-25
37193	宇宙の騎士テッカマン	宇宙骑士铁甲人	1975-07-02	TV	202	hit	auto	tv/35409	宇宙骑士铁甲人	2026-09-25
37194	超者ライディーン	超者莱汀	1996-10-02	TV	89	hit	auto	tv/36556	超者雷汀	2026-09-25
37196	銀河旋風ブライガー	银河旋风无赖我	1981-10-06	TV	189	hit	auto	tv/19411	银河旋风无赖我	2026-09-25
37197	銀河烈風バクシンガー	银河烈风幕臣我	1982-07-06	TV	85	hit	auto	tv/19414	银河烈风幕臣我	2026-09-25
37198	銀河疾風サスライガー	银河疾风流离我	1983-04-05	TV	88	hit	auto	tv/19415	银河疾风流离我	2026-09-25
37203	GR-GIANT ROBO-	GR铁甲人	2007-01-19	WEB	147	hit	auto	tv/45165	GR大铁人	2026-09-25
37215	光速電神アルベガス	光速电神阿尔贝加斯	1983-03-30	TV	46	hit	auto	tv/19412	光速电神	2026-09-25
37216	超人戦隊バラタック	超人战队Barattack	1977-07-03	TV	42	hit	auto	tv/45034	超人战队Barattack	2026-09-25
37218	マグネロボ ガ・キーン	无敌龙卷风	1976-09-05	TV	41	hit	auto	tv/20531	无敌龙卷风	2026-09-25
37221	UFO戦士ダイアポロン	UFO战士大阿波罗	1976-04-06	TV	37	hit	auto	tv/20075	UFO战士大阿波罗	2026-09-25
37223	UFO戦士ダイアポロンII	UFO战士大阿波罗2	1976-10-07	TV	25	hit	auto	tv/20075	UFO战士大阿波罗	2026-09-25
37224	グロイザーX	无敌太空船Groizer X	1976-07-01	TV	43	hit	auto	tv/20198	无敌太空船	2026-09-25
37225	超合体魔術ロボ ギンガイザー	超合体魔术机器人	1977-04-09	TV	36	hit	auto	tv/112664	超合体魔术机器人	2026-09-25
37226	ブロッカー軍団IV マシーンブラスター	无敌飞天侠	1976-07-05	TV	40	hit	auto	tv/20183	无敌飞天侠	2026-09-25
37228	惑星ロボ ダンガードA	惑星机器人丹加德A	1977-03-06	TV	78	hit	auto	tv/9619	惑星机器人丹加德A	2026-09-25
37230	GRANDEEK〜外伝〜	圣剑格兰狄克 ～外传～	2000-11-01	OVA	39	hit	auto	movie/757785	GRANDEEK-外伝-	2026-09-25
37231	アストロガンガー	铁甲飞天侠	1972-10-04	TV	55	hit	auto	tv/44479	铁甲飞天侠	2026-09-25
37232	陽だまりの樹	向阳之树	2000-04-04	TV	391	hit	auto	tv/34123	向阳之树	2026-09-25
37233	特装機兵ドルバック	特装机兵多尔巴克	1983-10-07	TV	63	hit	auto	tv/16819	特装机兵多尔巴克	2026-09-25
37235	黄金戦士ゴールドライタン	黄金战士Gold Lightan	1981-03-01	TV	78	hit	auto	tv/130674	黄金战士	2026-09-25
37238	ビデオ戦士レザリオン	电脑战士雷萨里昂	1984-03-04	TV	66	hit	auto	tv/9384	激光战士	2026-09-25
37239	合身戦隊メカンダーロボ	合身战队麦康达机器人	1977-03-03	TV	53	hit	auto	tv/20184	合身戦隊メカンダーロボ	2026-09-25
37240	マシンロボ クロノスの大逆襲	天威勇士 克罗诺斯的大逆袭	1986-07-03	TV	133	hit	auto	tv/14290	天威勇士	2026-09-25
37241	マシンロボ ぶっちぎりバトルハッカーズ	天威勇士 战斗黑客	1987-06-03	TV	47	hit	auto	tv/14290	天威勇士	2026-09-25
37243	レイナ剣狼伝説	蕾娜剑狼传说	1988-02-05	OVA	88	hit	auto	tv/14290	天威勇士	2026-09-25
37244	出撃!マシンロボレスキュー	出击！机器人救援队	2003-01-08	TV	72	hit	auto	tv/16810	出击！机器人救援队	2026-09-25
37245	勇者エクスカイザー	勇者凯撒	1990-02-03	TV	217	hit	auto	tv/17016	勇者EX凯撒	2026-09-25
37246	太陽の勇者ファイバード	太阳勇者	1991-02-02	TV	189	hit	auto	tv/114936	太阳勇者	2026-09-25
37247	伝説の勇者ダ・ガーン	勇者传说	1992-02-08	TV	243	hit	auto	tv/89506	勇者传说 泰丹	2026-09-25
37248	勇者特急マイトガイン	勇者特急	1993-01-30	TV	325	hit	auto	tv/101717	勇者急先锋	2026-09-25
37249	勇者指令ダグオン	勇者指令	1996-02-03	TV	228	hit	auto	tv/98561	勇者指令	2026-09-25
37250	NG騎士ラムネ&40 EX ビクビクトライアングル 愛の嵐大作戦	NG骑士柠檬汽水&40 EX	1991-07-21	OVA	84	hit	auto	tv/128936	NG Knight Lamune & 40 EX	2026-09-25
37251	NG騎士ラムネ&40 DX ワクワク時空 炎の大捜査戦	NG骑士柠檬汽水&40 DX	1993-06-23	OVA	91	hit	auto	tv/128940	NG騎士ラムネ&40DX ワクワク時空 炎の大捜査戦	2026-09-25
37252	VS騎士ラムネ&40炎	VS骑士柠檬汽水&40炎	1996-04-03	TV	151	hit	auto	tv/80522	VS骑士柠檬汽水&40 炎	2026-09-25
37253	VS騎士ラムネ&40FRESH	VS骑士柠檬汽水&40 FRESH	1997-05-21	OVA	101	hit	auto	tv/128828	VS骑士柠檬汽水&40 FRESH	2026-09-25
37254	宇宙の騎士テッカマンブレードII	宇宙骑士BLADE II	1994-07-21	OVA	304	hit	auto	tv/20565	宇宙骑士2	2026-09-25
37255	サイコアーマー ゴーバリアン	超能机甲高巴里安	1983-07-06	TV	62	hit	auto	tv/44648	超能机甲 高巴里安	2026-09-25
37256	戦国魔神ゴーショーグン	战国魔神豪将军	1981-07-03	TV	168	hit	auto	tv/9474	战国魔神豪将军	2026-09-25
37257	ヤマトタケル	魔天战神	1994-04-09	TV	98	hit	auto	tv/22519	魔天战神	2026-09-25
37258	鉄人28号	铁人28号	1963-10-20	TV	135	hit	auto	tv/6153	铁人28号	2026-09-25
